student_id,is_male,age_group,study_hours_per_day,sleep_hours,gaming_hours,social_media_hours,attendance_percentage,stress_level,focus_score,Previous_Grades,is_passing,final_grade
33,0,27-29,5.48000001907349,3.47000002861023,5.53000020980835,7.42000007629395,94.1800003051758,4,31,89.5,1,C
34,1,27-29,3.8199999332428,9.39000034332275,2.71000003814697,2.22000002861023,45.3199996948242,5,89,0,1,C
35,0,24-26,7.61999988555908,6.15999984741211,0.920000016689301,3.05999994277954,62.810001373291,7,31,81.5999984741211,1,C
36,1,15-17,9.10000038146973,4.76999998092651,3.03999996185303,5.19000005722046,42.2900009155273,2,58,67.6999969482422,1,D
37,1,27-29,2.50999999046326,6.23999977111816,0.610000014305115,5.92000007629395,75.7399978637695,2,71,0,1,D
38,0,27-29,8.4399995803833,6.36999988555908,2.86999988555908,2.4300000667572,93.8899993896484,9,69,69.0999984741211,1,D
39,0,24-26,1.75,8.19999980926514,2.72000002861023,2.77999997138977,92.5500030517578,9,36,57.5,0,F
40,0,27-29,2.67000007629395,9.81999969482422,1.39999997615814,1.04999995231628,67.379997253418,6,47,48.4000015258789,1,D
41,1,27-29,5.82999992370605,4.30000019073486,3.99000000953674,5.42999982833862,52.8899993896484,4,37,0,1,C
42,1,18-20,3.41000008583069,3.38000011444092,0.00999999977648258,2.78999996185303,52.2999992370605,7,59,77.3000030517578,1,D
43,1,27-29,0.899999976158142,7.59000015258789,4.94000005722046,1.11000001430511,48.2700004577637,10,91,0,1,C
44,1,21-23,3.29999995231628,9.1899995803833,0.949999988079071,5.07000017166138,73.2300033569336,9,39,94.0999984741211,1,D
45,1,18-20,9.10000038146973,6.96000003814697,1.03999996185303,0.100000001490116,52.2000007629395,4,84,0,1,A
46,0,24-26,2.16000008583069,3.55999994277954,3.9300000667572,7.59999990463257,67.9899978637695,2,78,0,1,D
47,0,18-20,7.76000022888184,5.94999980926514,4.42999982833862,5.13000011444092,98.3499984741211,10,50,56.2999992370605,1,D
48,1,21-23,7.3600001335144,7.57999992370605,2.90000009536743,4.8600001335144,48.0099983215332,8,87,0,1,D
49,0,18-20,1.50999999046326,5.30000019073486,3.26999998092651,5.17999982833862,60.0800018310547,3,96,60,0,F
50,1,21-23,3.63000011444092,8.90999984741211,0.370000004768372,2.52999997138977,86.4899978637695,1,79,0,1,D
52,1,24-26,0.720000028610229,5.55000019073486,3.8199999332428,4.28999996185303,73.9000015258789,2,32,0,1,D
53,0,21-23,2.14000010490417,9.42000007629395,0.920000016689301,7.55000019073486,42.0099983215332,1,60,39.2999992370605,0,F
54,0,18-20,2.41000008583069,7.01000022888184,0.479999989271164,2.25,46.1399993896484,9,62,0,1,D
55,0,18-20,2.07999992370605,3.03999996185303,1.55999994277954,5.73000001907349,72.6800003051758,5,57,0,1,C
56,1,24-26,1.37000000476837,4.71000003814697,0.360000014305115,7.78999996185303,43.8600006103516,3,51,0,0,F
57,0,27-29,5.5,8.27000045776367,1.72000002861023,4.40000009536743,92,5,93,0,1,D
58,1,18-20,3.5699999332428,3.35999989509583,3.15000009536743,3.67000007629395,90.6900024414063,10,87,60.0999984741211,1,A
59,1,24-26,9.13000011444092,9.94999980926514,3.45000004768372,5.98000001907349,40.1199989318848,5,38,0,1,D
60,1,24-26,2.27999997138977,9.28999996185303,5.6399998664856,1.12999999523163,43.8800010681152,3,59,34.0999984741211,1,D
61,0,24-26,6.23000001907349,4.57000017166138,2.19000005722046,0.259999990463257,87.0299987792969,2,90,0,1,D
62,0,21-23,9.0600004196167,9.27000045776367,0.0500000007450581,2.80999994277954,81.9100036621094,1,96,0,1,D
63,1,18-20,0.949999988079071,7.90000009536743,0.119999997317791,6.69999980926514,45.1699981689453,7,91,58,1,D
64,0,18-20,5.40000009536743,5.98000001907349,2.89000010490417,0.620000004768372,52.4300003051758,3,64,0,1,C
65,0,27-29,4.78000020980835,4.36999988555908,1.69000005722046,4.73000001907349,56.2099990844727,4,83,0,1,D
66,0,27-29,9.31999969482422,4.40000009536743,1.01999998092651,0.409999996423721,74.0599975585938,5,75,0,1,D
67,1,21-23,6.80999994277954,7.15999984741211,3.45000004768372,4.01000022888184,58.7999992370605,4,32,0,0,F
68,0,27-29,3.8199999332428,5.90999984741211,0.620000004768372,1.03999996185303,53.1199989318848,8,42,0,1,C
69,0,27-29,7.26000022888184,7.17000007629395,3.65000009536743,4.8600001335144,58.0299987792969,7,70,58,1,D
70,1,24-26,6.03999996185303,5.30999994277954,5.40999984741211,2.48000001907349,98.3399963378906,3,79,0,1,B
71,0,18-20,3.79999995231628,4.6100001335144,0.540000021457672,2.97000002861023,62.8600006103516,6,35,0,1,B
72,1,15-17,7.96000003814697,8.85999965667725,5.84999990463257,0.5,83.0899963378906,7,47,0,1,A
73,1,18-20,6.84999990463257,9.4399995803833,3.42000007629395,6.21000003814697,65.5599975585938,10,51,71.6999969482422,1,D
74,1,18-20,0.550000011920929,7.94000005722046,1.3400000333786,4.82000017166138,45.3699989318848,4,66,74,1,D
75,1,24-26,8.72000026702881,4.13000011444092,2.38000011444092,4.65000009536743,47.189998626709,4,92,0,1,D
76,0,18-20,4.26999998092651,3.65000009536743,2.8199999332428,5.26000022888184,66.8399963378906,5,72,0,1,C
77,1,18-20,6.63000011444092,6.76999998092651,0.5,5.30999994277954,89.3099975585938,2,41,0,1,B
78,0,21-23,4.26999998092651,6.84999990463257,4.15000009536743,2.8199999332428,55.9700012207031,5,98,0,1,D
79,1,21-23,8.86999988555908,7.46999979019165,5.42000007629395,2.20000004768372,72.379997253418,6,50,66.5999984741211,1,A
80,0,24-26,6.67999982833862,9.34000015258789,5.21000003814697,2.38000011444092,78.9800033569336,7,88,63.4000015258789,1,D
81,0,18-20,6,7.53000020980835,2.59999990463257,6.48999977111816,96.0299987792969,4,54,64.6999969482422,1,D
82,0,21-23,9.8100004196167,9.40999984741211,0.100000001490116,1.36000001430511,67.8600006103516,1,87,67.5999984741211,1,D
83,0,27-29,3.17000007629395,3.8199999332428,5.88000011444092,3.89000010490417,60.0499992370605,8,53,39.7999992370605,1,D
84,0,18-20,1.12000000476837,7.96000003814697,0.509999990463257,5.01000022888184,76.1399993896484,6,33,0,1,D
85,1,24-26,5.40000009536743,9.48999977111816,4.57999992370605,4.13000011444092,57.810001373291,10,38,0,1,A
86,0,27-29,4.53000020980835,6.23999977111816,1.85000002384186,4.42999982833862,62.7099990844727,10,31,0,0,F
87,0,18-20,4.82000017166138,9.77000045776367,5.32999992370605,6.71000003814697,64.129997253418,2,63,54.0999984741211,1,D
88,0,24-26,6.3899998664856,6.86999988555908,5.42999982833862,2.64000010490417,65.3399963378906,3,47,52.0999984741211,1,D
89,0,18-20,6.34000015258789,9.60000038146973,2.25999999046326,2.76999998092651,48.1399993896484,7,36,0,1,D
90,0,24-26,4.23000001907349,8.23999977111816,2.05999994277954,1.33000004291534,46.3800010681152,3,88,77,1,C
91,1,21-23,8.69999980926514,6.19999980926514,5.42000007629395,6,64.7399978637695,5,96,84.5999984741211,1,D
92,0,27-29,6.69000005722046,3.24000000953674,4,1.6599999666214,44.7299995422363,5,35,76.5,1,B
93,1,24-26,8.94999980926514,7.59999990463257,0.119999997317791,4.15999984741211,67.2600021362305,3,33,72.6999969482422,1,B
94,1,24-26,9.17000007629395,4.78000020980835,0.629999995231628,6.82999992370605,96.7099990844727,3,62,0,1,C
95,0,21-23,2.08999991416931,5.01999998092651,0.730000019073486,0.790000021457672,74.9800033569336,1,53,65.1999969482422,1,A
96,1,27-29,6.96999979019165,3.14000010490417,5.98999977111816,1.35000002384186,40.6399993896484,8,37,65.1999969482422,1,C
97,1,18-20,3.51999998092651,6.90000009536743,1.86000001430511,1.47000002861023,69.4000015258789,6,71,0,1,A
98,0,21-23,8.44999980926514,5.03000020980835,1.07000005245209,1.08000004291534,46.5999984741211,1,92,0,0,F
99,0,24-26,7.46000003814697,9.88000011444092,5.82999992370605,7.55999994277954,68.0100021362305,9,70,0,1,B
100,0,24-26,2.39000010490417,8.23999977111816,2.13000011444092,5.92000007629395,98.4599990844727,6,74,91.5,1,D
101,0,24-26,9.42000007629395,5.5,1.26999998092651,3.64000010490417,96.8600006103516,3,40,0,1,C
103,1,27-29,9.51000022888184,8,4.6399998664856,0.920000016689301,95.379997253418,4,71,0,1,D
104,0,27-29,2.42000007629395,4.78000020980835,5.21000003814697,0.189999997615814,43.8199996948242,6,45,52,1,D
105,1,27-29,8.76000022888184,6.1399998664856,0.699999988079071,5.19999980926514,49.25,7,48,0,1,A
106,1,24-26,6.84999990463257,4.11999988555908,1.39999997615814,4.03999996185303,51.5099983215332,3,57,77.3000030517578,1,B
107,0,27-29,5.75,4.78000020980835,5.1100001335144,4.73999977111816,43.2099990844727,1,59,47.2999992370605,1,D
108,0,27-29,8.28999996185303,3.69000005722046,4.40000009536743,1.3400000333786,76.879997253418,9,56,0,1,A
109,1,15-17,6.51000022888184,5.98999977111816,4.17000007629395,4.71000003814697,74.8399963378906,4,87,63.2999992370605,1,B
110,1,24-26,6.8600001335144,9.48999977111816,3.74000000953674,1.63999998569489,74.9199981689453,7,66,58.2000007629395,1,C
111,0,21-23,2.91000008583069,3.71000003814697,5.30999994277954,0.330000013113022,55.7400016784668,4,95,0,0,F
112,0,24-26,8.26000022888184,6.05999994277954,2.11999988555908,6.98000001907349,79.2799987792969,5,33,81.5999984741211,1,C
113,0,24-26,6.67999982833862,5.09000015258789,4.73999977111816,6.61999988555908,42.8899993896484,8,81,0,1,B
114,1,15-17,8.52000045776367,5.53999996185303,2.08999991416931,4.71000003814697,53.7299995422363,8,38,45.5,1,C
115,0,27-29,3.83999991416931,8.39999961853027,4.76000022888184,7.32000017166138,96.9400024414063,3,93,81.5,1,B
116,1,24-26,3.65000009536743,6.05000019073486,0.850000023841858,6.17999982833862,40.8800010681152,5,41,0,0,F
117,1,24-26,0.730000019073486,7.55000019073486,3.78999996185303,2.20000004768372,47.5099983215332,1,58,0,0,F
118,0,27-29,7.80000019073486,9.8100004196167,1.53999996185303,7.32000017166138,98.2200012207031,7,59,0,0,F
119,0,18-20,3.64000010490417,7.32000017166138,1.44000005722046,3.10999989509583,88.4400024414063,7,70,0,1,C
120,1,15-17,3.60999989509583,5.3600001335144,0.159999996423721,7.86999988555908,82.870002746582,8,72,87.3000030517578,1,A
121,1,24-26,7.03999996185303,5.78000020980835,5.38000011444092,5.57999992370605,97.3600006103516,3,77,61.4000015258789,1,D
122,0,18-20,2.90000009536743,7.86999988555908,4.23999977111816,1.66999995708466,50.6300010681152,1,96,0,1,A
123,1,18-20,9.14000034332275,7.8600001335144,5.19999980926514,3.16000008583069,67.7699966430664,8,50,64.6999969482422,0,F
124,1,15-17,5.6100001335144,5.57999992370605,4.75,5.32000017166138,50.4900016784668,5,47,0,1,C
125,1,27-29,9.71000003814697,8.06999969482422,2.36999988555908,6.30999994277954,84.4800033569336,10,77,0,1,D
126,1,21-23,1.23000001907349,6.84999990463257,4.32999992370605,4.6100001335144,91,7,40,82.4000015258789,1,B
127,1,24-26,3.70000004768372,9.85999965667725,0.560000002384186,5.92000007629395,91.7200012207031,1,88,73.0999984741211,1,D
128,0,21-23,4.11999988555908,9.35999965667725,4.25,3.84999990463257,65.7399978637695,4,57,56.7000007629395,1,A
129,0,24-26,7.44000005722046,8.77000045776367,5.55999994277954,2.27999997138977,87.4400024414063,6,67,65,1,A
130,0,24-26,2.51999998092651,3.24000000953674,5.63000011444092,5.6399998664856,97.3899993896484,7,50,0,1,D
131,0,27-29,4.07000017166138,5.65999984741211,1.50999999046326,6.59999990463257,77.129997253418,2,95,56.4000015258789,1,A
132,0,21-23,9.14999961853027,7.01000022888184,3.22000002861023,2.53999996185303,91.1699981689453,5,70,0,0,F
133,0,24-26,1.5900000333786,6.65000009536743,0.899999976158142,3.42000007629395,86.5500030517578,8,43,0,1,A
134,0,24-26,7.57999992370605,8.34000015258789,3.86999988555908,2.70000004768372,59.1199989318848,3,44,0,1,D
135,1,27-29,7.17000007629395,9.35999965667725,1.76999998092651,1.1599999666214,94.7900009155273,1,38,85,1,D
136,0,18-20,1.74000000953674,8.51000022888184,2.91000008583069,6.13000011444092,90.6399993896484,2,66,0,1,C
137,1,15-17,7.03999996185303,4.53999996185303,0.319999992847443,4.07999992370605,54.439998626709,3,43,0,1,A
138,0,21-23,5.90999984741211,6.40000009536743,1.97000002861023,1.29999995231628,44.4900016784668,2,33,56.2000007629395,1,D
139,0,21-23,3.23000001907349,5.76000022888184,5.80000019073486,2.76999998092651,70.5599975585938,5,45,40,1,B
140,0,24-26,3.46000003814697,8.35999965667725,4.23999977111816,5.92999982833862,52.0999984741211,10,69,0,1,D
141,0,21-23,8.40999984741211,9.27000045776367,1.38999998569489,3.02999997138977,69.5400009155273,3,65,29,1,B
142,1,18-20,2.69000005722046,5.01000022888184,0.209999993443489,0.569999992847443,92.5599975585938,8,75,76.9000015258789,1,A
143,1,27-29,5.36999988555908,6.42000007629395,4,0.839999973773956,44.2799987792969,1,39,0,1,A
144,1,24-26,6.96999979019165,8.11999988555908,5.53000020980835,7.98000001907349,48.6300010681152,3,31,80.8000030517578,1,D
145,1,21-23,1.73000001907349,3.34999990463257,3.50999999046326,3.42000007629395,50.2999992370605,4,38,74.4000015258789,1,D
146,1,27-29,9.35999965667725,9.73999977111816,2.58999991416931,5.09000015258789,90.2900009155273,9,62,0,0,F
147,1,18-20,2.98000001907349,8.60000038146973,4.96000003814697,4.94999980926514,45.2200012207031,5,79,0,1,A
148,1,15-17,3.52999997138977,6.80000019073486,3.05999994277954,1.33000004291534,58.6500015258789,10,94,0,1,D
150,1,21-23,1.24000000953674,8.85000038146973,3.99000000953674,5.71999979019165,86.3399963378906,4,44,0,1,C
151,1,18-20,6.46000003814697,6.46000003814697,0.28999999165535,3.40000009536743,78.4499969482422,9,58,0,1,A
152,1,15-17,9.19999980926514,6.07999992370605,3.72000002861023,4.71000003814697,51.0499992370605,8,64,0,0,F
153,0,21-23,2.86999988555908,8.85999965667725,2.44000005722046,2.97000002861023,53.8300018310547,8,90,0,1,C
154,1,24-26,3.94000005722046,9.02000045776367,3.04999995231628,2.11999988555908,47.0999984741211,1,66,97.8000030517578,1,B
155,0,21-23,2.71000003814697,3.86999988555908,3.75999999046326,0.150000005960464,70.7799987792969,9,76,63.7000007629395,1,A
156,1,21-23,8.27999973297119,9.35000038146973,4.86999988555908,3.39000010490417,45.9099998474121,10,88,47.7999992370605,1,D
157,0,27-29,2.08999991416931,4.94000005722046,1.26999998092651,3.17000007629395,50.0499992370605,6,91,0,1,D
158,0,24-26,3.78999996185303,7.67000007629395,2.26999998092651,3.6800000667572,69.8199996948242,7,39,52.4000015258789,1,A
159,1,24-26,6.21000003814697,7.96999979019165,0.779999971389771,0.0500000007450581,84.0699996948242,10,67,0,1,B
160,1,24-26,4.34000015258789,4.96000003814697,3.03999996185303,4.1399998664856,56.8899993896484,9,74,66.5,0,F
161,1,27-29,1.12000000476837,5.13000011444092,3.60999989509583,0.939999997615814,53.4099998474121,6,40,0,1,A
162,0,27-29,9.5,7.94000005722046,0.340000003576279,3.97000002861023,85.2799987792969,5,51,0,1,D
163,1,18-20,3.71000003814697,4.23000001907349,2.66000008583069,2.74000000953674,55.1699981689453,8,35,0,1,D
164,0,21-23,4.73000001907349,9.01000022888184,1.39999997615814,0.349999994039536,81.4800033569336,4,44,68.5999984741211,1,D
165,0,15-17,2.08999991416931,4.55999994277954,3.25999999046326,1.32000005245209,70.9499969482422,8,67,0,1,A
166,0,18-20,8.72000026702881,5.46000003814697,3.73000001907349,2.05999994277954,70.3600006103516,4,59,0,1,A
167,1,27-29,3.26999998092651,4.86999988555908,3.8199999332428,1.87000000476837,68.9400024414063,1,66,46.5999984741211,1,C
168,1,18-20,0.689999997615814,4.71999979019165,0.100000001490116,4.82999992370605,44.7599983215332,7,65,0,0,F
169,0,21-23,3.50999999046326,9.85000038146973,2.20000004768372,0.349999994039536,97.9599990844727,1,43,0,1,C
170,0,21-23,9.85000038146973,4.76999998092651,2.9300000667572,3.54999995231628,68.0100021362305,2,35,76,1,B
172,0,27-29,0.800000011920929,8.22000026702881,0.449999988079071,2.27999997138977,45.6599998474121,1,46,0,1,D
173,0,27-29,5.98999977111816,3.28999996185303,5.55000019073486,4.84000015258789,64.8000030517578,6,39,0,1,A
174,0,27-29,4.03000020980835,9.17000007629395,0.379999995231628,7.38000011444092,84.7300033569336,3,40,70.0999984741211,1,D
175,0,18-20,8.05000019073486,4.07000017166138,0.509999990463257,6.30999994277954,52.4599990844727,3,80,60.5,1,B
176,1,27-29,7.44999980926514,7.11999988555908,1.63999998569489,6.65000009536743,80.2699966430664,9,42,0,1,A
177,0,21-23,2.25999999046326,7.48999977111816,2.46000003814697,3.5,84.8899993896484,8,54,0,1,B
178,1,27-29,5.8600001335144,7.40999984741211,0.330000013113022,0.670000016689301,77.379997253418,2,63,73.5999984741211,1,B
179,1,18-20,0.810000002384186,8.13000011444092,0.550000011920929,3.89000010490417,98.5599975585938,9,37,62,1,B
180,0,21-23,4.67999982833862,9.52000045776367,4.90000009536743,0.579999983310699,66.2900009155273,10,34,0,1,A
181,1,27-29,7.28000020980835,9.48999977111816,1.61000001430511,3.98000001907349,58.4300003051758,2,58,92.5,1,D
182,1,18-20,4.44000005722046,7.05000019073486,5.6100001335144,3.98000001907349,42.0800018310547,2,81,0,1,D
183,1,24-26,1.62000000476837,5.59000015258789,3.09999990463257,6.53999996185303,54.7999992370605,3,83,49.4000015258789,1,C
184,0,27-29,1.08000004291534,5.25,5.42999982833862,4.36999988555908,82.3000030517578,3,43,0,1,B
185,0,24-26,8.60999965667725,9.21000003814697,4.6399998664856,0.810000002384186,58.3499984741211,8,89,94.9000015258789,1,A
186,0,21-23,8.97000026702881,8.97000026702881,1.08000004291534,3.66000008583069,58.5099983215332,2,32,102,1,B
187,1,21-23,3.75999999046326,5.07000017166138,4.71999979019165,5.8600001335144,82.5299987792969,1,83,0,1,B
188,1,27-29,2.05999994277954,4.07000017166138,2.70000004768372,0.829999983310699,74.6900024414063,5,81,0,0,F
189,1,27-29,9.80000019073486,9.02999973297119,2.14000010490417,3.92000007629395,65.8600006103516,1,63,65.1999969482422,1,C
190,1,27-29,5.69000005722046,7.26000022888184,2.42000007629395,4.03999996185303,43.5999984741211,3,84,60.4000015258789,0,F
191,0,27-29,5.03000020980835,5.19000005722046,0.389999985694885,7.44999980926514,48.0800018310547,6,42,0,0,F
192,1,18-20,7.55000019073486,7.26999998092651,5.90000009536743,6.21999979019165,67.25,6,82,0,1,A
193,1,27-29,2.09999990463257,3.46000003814697,2.13000011444092,1.96000003814697,75.3499984741211,5,68,0,1,D
194,1,24-26,6.01000022888184,4.32999992370605,4.1100001335144,6.46000003814697,63.810001373291,1,36,63.7000007629395,1,A
195,1,21-23,8.96000003814697,6.82000017166138,5.73000001907349,3.4300000667572,54.2000007629395,1,72,0,1,C
196,1,27-29,0.720000028610229,6.76999998092651,2.59999990463257,3.99000000953674,90.5500030517578,3,61,79.1999969482422,1,B
197,0,24-26,6.8899998664856,4.73000001907349,3.60999989509583,2.96000003814697,83.120002746582,10,78,0,1,A
198,0,21-23,5.73999977111816,9.86999988555908,5.17000007629395,0.730000019073486,94.1800003051758,8,77,95.8000030517578,1,C
199,0,15-17,9.52999973297119,5.8899998664856,1.74000000953674,7.92000007629395,95.0500030517578,9,81,0,1,A
200,0,15-17,2.96000003814697,7.96000003814697,1,0.689999997615814,79.3199996948242,7,48,0,0,F
201,1,24-26,8.65999984741211,4.80999994277954,0.300000011920929,0.670000016689301,63.6599998474121,3,53,0,1,D
202,0,27-29,3.44000005722046,5.96999979019165,1.57000005245209,0.959999978542328,68.5599975585938,3,63,0,1,D
203,0,24-26,4.57999992370605,8.81999969482422,1.78999996185303,2.21000003814697,43.8899993896484,5,31,55.4000015258789,1,D
204,1,18-20,2.52999997138977,8.9399995803833,4.01000022888184,4.3600001335144,46.9799995422363,4,73,77.8000030517578,0,F
205,0,27-29,8.69999980926514,3.95000004768372,3.24000000953674,6.19999980926514,55.6599998474121,4,53,0,1,C
206,0,24-26,2.35999989509583,5.48000001907349,1.58000004291534,6.1100001335144,50,5,97,0,1,D
207,1,18-20,8.65999984741211,4.42000007629395,5.09999990463257,4.01999998092651,46.9900016784668,6,31,61.9000015258789,1,B
208,0,21-23,4.82999992370605,9.22999954223633,3.34999990463257,6.76999998092651,67.0699996948242,2,62,61.7000007629395,0,F
209,0,21-23,8.43000030517578,8.27999973297119,0.0599999986588955,0.170000001788139,72.3899993896484,7,81,35.0999984741211,1,D
210,0,24-26,3.00999999046326,6.94000005722046,0.0299999993294477,0.319999992847443,89.1699981689453,1,57,0,1,C
211,0,27-29,1.75999999046326,7.55000019073486,3.09999990463257,5.17000007629395,70.7399978637695,4,67,51,1,C
212,1,24-26,5.76999998092651,9.39999961853027,4.40000009536743,3.72000002861023,68.4300003051758,1,31,48.4000015258789,1,D
213,1,21-23,5.34000015258789,5.11999988555908,0.270000010728836,4.03999996185303,59.2900009155273,5,80,0,1,A
214,0,15-17,3.89000010490417,3.09999990463257,4.8600001335144,1.74000000953674,88.2200012207031,9,87,0,1,D
215,0,18-20,6.80000019073486,3.1800000667572,0.509999990463257,6.69999980926514,80.2200012207031,1,45,64.5999984741211,1,A
216,0,24-26,1.39999997615814,3.32999992370605,4.69999980926514,4.03000020980835,50.7599983215332,5,53,85.4000015258789,1,B
217,1,27-29,6.40999984741211,3.90000009536743,0.0299999993294477,1.69000005722046,71.8499984741211,9,59,82.5,1,B
218,1,24-26,2.50999999046326,7,2.23000001907349,1.11000001430511,49.5400009155273,1,64,0,1,B
219,1,27-29,1.73000001907349,9.86999988555908,2.45000004768372,7.96000003814697,82.4000015258789,10,40,71.4000015258789,1,A
220,1,21-23,9.14000034332275,5.94000005722046,4.94999980926514,5.82000017166138,58.5900001525879,9,42,0,1,A
221,1,24-26,4.86999988555908,7.98999977111816,0.910000026226044,4.26000022888184,71.5100021362305,10,34,67.1999969482422,0,F
222,1,24-26,7.75,8.55000019073486,0.860000014305115,4.53000020980835,40.9900016784668,8,88,65.1999969482422,1,A
223,1,18-20,1.35000002384186,8.60999965667725,5.98999977111816,0.879999995231628,91.5400009155273,4,95,57.7000007629395,1,B
224,1,15-17,1.04999995231628,6.09999990463257,1.75,5.76999998092651,63.7400016784668,7,36,0,1,C
225,1,15-17,5.19999980926514,6.84999990463257,3.9300000667572,7.34999990463257,41.0699996948242,1,60,0,1,C
227,0,18-20,0.550000011920929,7.82000017166138,0.790000021457672,6.30000019073486,88.379997253418,10,59,0,1,D
228,1,27-29,2.24000000953674,5.67999982833862,0.469999998807907,5.21999979019165,87.120002746582,4,36,0,1,D
229,0,21-23,2.57999992370605,5.17999982833862,0.850000023841858,2.14000010490417,47.9500007629395,1,89,67,0,F
230,0,18-20,3.24000000953674,7.3899998664856,4.32999992370605,2.75999999046326,83.0199966430664,9,71,69.0999984741211,0,F
231,0,18-20,8.84000015258789,5.3899998664856,5.30999994277954,6.65000009536743,72.7300033569336,9,72,43.7000007629395,1,D
232,1,15-17,4.5,5.8600001335144,5.57000017166138,5.73000001907349,85.4899978637695,3,96,0,1,C
233,1,21-23,6.94999980926514,7.98000001907349,0.0399999991059303,7.92000007629395,56.1300010681152,3,44,0,0,F
234,0,15-17,0.670000016689301,8.97000026702881,3.05999994277954,0.680000007152557,44.2900009155273,3,94,59.4000015258789,1,D
235,1,24-26,8.22999954223633,6.03999996185303,3.00999999046326,2.77999997138977,48.7799987792969,5,63,44,1,A
236,0,15-17,2.77999997138977,6.65999984741211,0.850000023841858,7.03999996185303,96.0599975585938,5,52,0,1,D
237,0,27-29,3.44000005722046,8.22000026702881,3.53999996185303,0.209999993443489,53.9500007629395,3,40,65.9000015258789,1,A
239,1,18-20,4.3899998664856,5.90999984741211,5.6100001335144,7.78999996185303,68.6800003051758,8,52,48.5999984741211,0,F
240,1,18-20,8.60000038146973,8.68000030517578,0.319999992847443,4.36999988555908,66.9000015258789,7,94,39.4000015258789,1,B
241,1,27-29,4.09999990463257,9.26000022888184,3.58999991416931,2.47000002861023,98.129997253418,3,63,0,1,D
